query_path,nearest_ref_path,nn_lpips
dataset_v3_patches/test/Links/普通样片_9G_棉纱_衬纬_CW2024-2_1718677880864_y294.jpg,dataset_v3_patches/train/Move/普通样片_5_7G_移针_棉纱_YZ2023-5_1677123177131_y000.jpg,0.290914
dataset_v3_patches/test/Mesh/12G_普通样片_包芯纱_镂空_LK2020-1_1615438019631_y000.jpg,dataset_v3_patches/train/Cable/7G_普通样片_包芯纱_绞花_JH2023-18_1691204246017_y292_aug2.jpg,0.349700
dataset_v3_patches/test/Mesh/12G_普通样片_包芯纱_镂空_LK2020-1_1615438019631_y073.jpg,dataset_v3_patches/train/Cable/普通样片_5_7G_包芯纱_绞花_YZ2023-39_1705375538634_y294_aug2.jpg,0.343787
dataset_v3_patches/test/Mesh/12G_普通样片_包芯纱_镂空_LK2020-1_1615438019631_y146.jpg,dataset_v3_patches/train/Cable/普通样片_5_7G_包芯纱_绞花_YZ2023-39_1705375538634_y000_aug1.jpg,0.351082
dataset_v3_patches/test/Mesh/12G_普通样片_包芯纱_镂空_LK2020-1_1615438019631_y219.jpg,dataset_v3_patches/train/Mesh/__KQ2023-1_1676705150790_y073.jpg,0.356137
dataset_v3_patches/test/Mesh/12G_普通样片_包芯纱_镂空_LK2020-1_1615438019631_y292.jpg,dataset_v3_patches/train/Cable/普通样片_5_7G_包芯纱_绞花_YZ2023-39_1705375538634_y146_aug2.jpg,0.353062
dataset_v3_patches/test/Mesh/12G_普通样片_包芯纱_镂空_LK2020-1_1615438019631_y294.jpg,dataset_v3_patches/train/Cable/普通样片_5_7G_包芯纱_绞花_YZ2023-39_1705375538634_y146_aug2.jpg,0.351911
dataset_v3_patches/test/Mesh/7G_普通样片_嵌花_棉纱_QH2023-3_1689660969770_y000.jpg,dataset_v3_patches/train/Tuck/__GB2022-11_1672387347513_y292.jpg,0.269050
dataset_v3_patches/test/Mesh/7G_普通样片_嵌花_棉纱_QH2023-3_1689660969770_y073.jpg,dataset_v3_patches/train/Move/普通样片_5_7G_棉纱_移针_YZ2023-42_1709974703734_y292.jpg,0.273046
dataset_v3_patches/test/Mesh/7G_普通样片_嵌花_棉纱_QH2023-3_1689660969770_y146.jpg,dataset_v3_patches/train/Move/普通样片_5_7G_棉纱_移针_YZ2023-42_1709974703734_y294.jpg,0.273169
dataset_v3_patches/test/Mesh/7G_普通样片_嵌花_棉纱_QH2023-3_1689660969770_y219.jpg,dataset_v3_patches/train/Move/普通样片_5_7G_棉纱_移针_YZ2023-42_1709974703734_y294.jpg,0.271077
dataset_v3_patches/test/Mesh/7G_普通样片_嵌花_棉纱_QH2023-3_1689660969770_y292.jpg,dataset_v3_patches/train/Move/普通样片_5_7G_棉纱_移针_YZ2023-42_1709974703734_y292.jpg,0.268999
dataset_v3_patches/test/Mesh/7G_普通样片_嵌花_棉纱_QH2023-3_1689660969770_y294.jpg,dataset_v3_patches/train/Tuck/__GB2022-11_1672387347513_y219_aug2.jpg,0.268375
dataset_v3_patches/test/Mesh/__KQ2022-6_1652403782455_y000.jpg,dataset_v3_patches/train/Tuck/普通样片_14G_羊毛_鼓包_凹凸彩纹_GB2023-16_1696491603490_y000_aug2.jpg,0.220065
dataset_v3_patches/test/Mesh/__KQ2022-6_1652403782455_y073.jpg,dataset_v3_patches/train/Tuck/普通样片_14G_羊毛_鼓包_凹凸彩纹_GB2023-16_1696491603490_y000_aug2.jpg,0.223818
dataset_v3_patches/test/Mesh/__KQ2022-6_1652403782455_y146.jpg,dataset_v3_patches/train/Tuck/普通样片_14G_羊毛_鼓包_凹凸彩纹_GB2023-16_1696491603490_y000_aug2.jpg,0.224443
dataset_v3_patches/test/Mesh/__KQ2022-6_1652403782455_y219.jpg,dataset_v3_patches/train/Tuck/普通样片_14G_羊毛_鼓包_凹凸彩纹_GB2023-16_1696491603490_y000_aug2.jpg,0.219920
dataset_v3_patches/test/Mesh/__KQ2022-6_1652403782455_y292.jpg,dataset_v3_patches/train/Tuck/普通样片_14G_羊毛_鼓包_凹凸彩纹_GB2023-16_1696491603490_y000_aug2.jpg,0.218215
dataset_v3_patches/test/Mesh/__KQ2022-6_1652403782455_y294.jpg,dataset_v3_patches/train/Tuck/普通样片_14G_羊毛_鼓包_凹凸彩纹_GB2023-16_1696491603490_y000_aug2.jpg,0.218526
dataset_v3_patches/test/Mesh/__TK2022-11_1668229607637_y000.jpg,dataset_v3_patches/train/Cable/7G_普通样片_包芯纱_绞花_JH2023-18_1691204246017_y073.jpg,0.230178
dataset_v3_patches/test/Mesh/__TK2022-11_1668229607637_y073.jpg,dataset_v3_patches/train/Cable/普通样片_5_7G_包芯纱_绞花_JH2023-34_1705458571228_y219_aug2.jpg,0.221815
dataset_v3_patches/test/Mesh/__TK2022-11_1668229607637_y146.jpg,dataset_v3_patches/train/Tuck/普通样片_5_7G_包芯纱_鱼鳞_DX2024-10_1719042076385_y073.jpg,0.222977
dataset_v3_patches/test/Mesh/__TK2022-11_1668229607637_y219.jpg,dataset_v3_patches/train/Cable/普通样片_5_7G_包芯纱_绞花_JH2023-34_1705458571228_y219_aug2.jpg,0.222744
dataset_v3_patches/test/Mesh/__TK2022-11_1668229607637_y292.jpg,dataset_v3_patches/train/Tuck/普通样片_5_7G_包芯纱_鱼鳞_DX2024-10_1719042076385_y073.jpg,0.224315
dataset_v3_patches/test/Mesh/__TK2022-11_1668229607637_y294.jpg,dataset_v3_patches/train/Tuck/普通样片_5_7G_包芯纱_鱼鳞_DX2024-10_1719042076385_y073.jpg,0.226084
